Brand,Processor,Storage,RAM,OS,Display,Office,Warranty,Price
acer,AMD Ryzen 3 Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹29,990"
HP,Intel Core i3 Processor (6th Gen),1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹36,163"
ASUS,Intel Core i9 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,"₹1,44,990"
ASUS,AMD Ryzen 7 Quad Core Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,43.94 cm (17.3 inch) Display,,1 Year Warranty,"₹94,500"
ASUS,Intel Core i7 Processor (10th Gen),1 TB SSD,32 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹2,24,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹65,990"
Avita,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,2 Year Onsite Warranty,"₹29,990"
acer,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year International Travelers Warranty (ITW),"₹74,990"
Lenovo,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹65,990"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹42,990"
Lenovo,Intel Core i5 Processor (4th Gen),1 TB HDD,8 GB DDR3 RAM,64 bit Windows 8 Operating System,39.62 cm (15.6 inch) Display,,"Please Register your Warranty: http://support.lenovo.com/us/en/contactus/basewarrantyregistration, 1 Year Warranty Warranty to be Registered within 30 Days from the Date of Purchase","₹52,490"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year Onsite Warranty,"₹67,890"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹1,52,100"
HP,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹81,990"
DELL,Intel Core i5 Processor (5th Gen),1 TB HDD,8 GB DDR3 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹68,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,Microsoft Office Home & Student 2021,,"₹63,331"
Lenovo,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Years Onsite�Warranty,"₹64,000"
Lenovo,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹1,53,890"
Infinix,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹49,990"
ASUS,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹85,990"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR5 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,,,"₹88,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,27,990"
DELL,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹43,500"
Lenovo,AMD Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹27,990"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹35,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹2,07,990"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD,8 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹41,990"
MSI,Intel Core i5 Processor (11th Gen),"PCI-e SSD (NVMe) ready,Cooler Boost,Matrix Display (Extend),Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel",8 GB DDR4 RAM,64 bit Windows 10 Operating System,"PCI-e SSD (NVMe) ready,Cooler Boost,Matrix Display (Extend),Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel",,2 Year On-Site Warranty,"₹63,000"
Lenovo,Intel Core i3 Processor (10th Gen),1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹39,200"
acer,Intel Core i5 Processor (8th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year International Travelers Warranty (ITW),"₹59,434"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹67,246"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹59,990"
HP,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart, McAfee LiveSafe (30 days free trial as default)",1 Year Onsite Warranty,"₹52,575"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹77,070"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,32 GB LPDDR4X RAM,64 bit Windows 10 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹2,39,990"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹92,236"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,32 GB LPDDR4X RAM,64 bit Windows 10 Operating System,34.04 cm (13.4 inch) Touchscreen Display,Microsoft Office 2019 Home & Student,1 Year Onsite Warranty,"₹2,34,990"
Lenovo,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹99,990"
acer,Intel Core i9 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,40,990"
ASUS,Intel Core i7 Processor (8th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Limited International Hardware Warranty,"₹67,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,,1 Year Onsite Warranty,"₹72,450"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,91,990"
DELL,Intel Core i5 Processor (12th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹63,790"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Microsoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart",1 Year Onsite Warranty,"₹81,999"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹1,84,990"
ASUS,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,Chrome Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹24,990"
Ultimus,Intel Celeron Dual Core Processor,256 GB SSD,4 GB LPDDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Domestic Warranty,"₹23,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,"Office Home and Student, McAfee",1 Year Onsite Warranty,"₹1,07,990"
DELL,Intel Core i9 Processor (10th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹2,06,490"
acer,Intel Pentium Quad Core Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹22,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,"Office Home and Student, McAfee",1 Year Onsite Warranty,"₹1,07,990"
DELL,Intel Core i7 Processor (8th Gen),512 GB SSD,16 GB DDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,Microsoft Office Home and Student 2016,1 Year Onsite Warranty,"₹1,22,490"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹59,782"
acer,Intel Core i5 Processor (9th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹57,090"
HP,AMD Ryzen 3 Dual Core Processor (3rd Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹35,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹1,43,918"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹1,04,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,19,990"
ASUS,AMD Ryzen 5 Hexa Core Processor,1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹71,345"
HP,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹97,500"
HP,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office 2019 Home and Student,1 Year Onsite Warranty,"₹2,39,759"
HP,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹1,18,000"
HP,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",1 Year Onsite Warranty,"₹70,960"
acer,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹73,999"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,40.64 cm (16 Inch) Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹1,69,990"
Lenovo,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit DOS Operating System,39.62 cm (15.6 inch) Display,,2 Years Warranty,"₹37,990"
ASUS,Intel Core i7 Processor (8th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,10,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,29,990"
acer,Intel Core i5 Processor (8th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Quick Access, Acer Configuration Manager, Microsoft Office Home and Student 2016",1 Year International Travelers Warranty (ITW),"₹59,990"
ASUS,Intel Core i9 Processor (10th Gen),1 TB SSD,32 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹2,69,990"
HP,Intel Core i5 Processor (8th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Touchscreen Display,"HP Support Assistant, HP JumpStart, HP Audio Switch, HP Connection Optimizer, Microsoft Office Home and Student 2016",1 Year Onsite Warranty,"₹1,36,590"
DELL,Intel Core i5 Processor (12th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹59,690"
DELL,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹99,890"
ASUS,Intel Core i9 Processor (10th Gen),1 TB SSD,32 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹2,69,990"
acer,Intel Core i5 Processor (8th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Quick Access, Acer Configuration Manager, Microsoft Office Home and Student 2016",1 Year International Travelers Warranty (ITW),"₹59,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,,1 Year Onsite Warranty,"₹1,39,790"
DELL,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2019,,"₹1,48,890"
ASUS,Intel Celeron Dual Core Processor,,4 GB DDR4 RAM,64 bit Windows 11 Operating System,29.46 cm (11.6 inch) Display,,,"₹23,490"
DELL,Intel Core i5 Processor (8th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹45,126"
Lenovo,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite�Warranty�+ 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,"₹1,17,990"
DELL,AMD Athlon Dual Core Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹36,500"
DELL,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,80,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹66,500"
Lenovo,Intel Core i7 Processor (10th Gen),1 TB SSD,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,"₹1,69,990"
MSI,Intel Core i7 Processor (12th Gen),2 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,,,"₹2,99,240"
HP,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR4X RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,04,990"
DELL,AMD Ryzen 5 Dual Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹43,990"
Lenovo,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,,3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection,"₹1,55,300"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹72,990"
Lenovo,Intel Core i5 Processor (11th Gen),1 TB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹69,990"
HP,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,63,990"
Lenovo,Intel Core i7 Processor (9th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,3 Year Onsite Warranty,"₹2,31,400"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2019,,"₹78,990"
Vaio,AMD Ryzen 7 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 365,2 Years Onsite Warranty,"₹52,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹2,61,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Warranty,"₹2,71,690"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office 2019 Home & Student,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,"₹84,990"
DELL,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹41,490"
MSI,Intel Core i7 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Warranty Term,"₹80,590"
Vaio,AMD Ryzen 7 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 365,2 Years Onsite Warranty,"₹57,990"
Vaio,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office 365,2 Years Onsite Warranty,"₹62,890"
acer,Intel Core i5 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,,"₹48,990"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,,"₹92,500"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹70,990"
DELL,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹43,590"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹39,990"
MSI,Intel Core i5 Processor (9th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Year Warranty Term for Gaming,"₹62,190"
MSI,Intel Core i7 Processor (10th Gen),1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,3 Years Carry In Warranty,"₹1,60,990"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹60,125"
ASUS,AMD Ryzen 9 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,"₹99,990"
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 2019 Home & Student,1 Year Onsite�Warranty�+ 1 Year Accidental Damage Protection + 1 Year premium Care,"₹57,990"
MICROSOFT,Intel Core i5 Processor (10th Gen),128 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,33.02 cm (13 inch) Touchscreen Display,,1 Year Limited Hardware Warranty,"₹1,01,690"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,"₹81,990"
HP,AMD Ryzen 3 Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹38,999"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 10 Operating System,35.56 cm (14 Inch) Display,Microsoft Office Home & Student 2019,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,"₹69,000"
ASUS,AMD Ryzen 5 Hexa Core Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Manufacturer Warranty,"₹61,990"
DELL,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹43,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹67,725"
Lenovo,AMD Ryzen 5 Hexa Core Processor,1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office (Trial Only),1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹56,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹68,866"
acer,Intel Pentium Quad Core Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,,One-year International Travelers Warranty (ITW),"₹23,400"
Lenovo,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,38.1 cm (15 inch) Display,,2 Year Onsite Warranty,"₹47,500"
ASUS,Intel Core i7 Processor (10th Gen),1 TB SSD,16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹1,65,990"
DELL,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,,1 Year Onsite Warranty,"₹64,990"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student,1 year Onsite Warranty,"₹90,488"
HP,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,"""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart """,1 Year Onsite Warranty,"₹57,490"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,32 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,55,990"
